ISP_name,review_by,review_id,location,cost,installation_time,pre_sales_information,install_co-ordination,connection_reliability,tech_support,services,value_for_money,date
Ebox,Toltecalt  ,88929,undisclosed location,36,1,100,100,100,100,100,100,2013-11-17
Ebox,Windblake  ,88928,undisclosed location,32,21,50,75,75,25,25,75,2013-11-17
Ebox,Stephane_L  ,88927,"Gatineau, QC, Canada",37,8,100,100,100,100,100,100,2013-11-17
Ebox,marinartw  ,88926,Canada,,,75,75,75,75,75,75,2013-11-17
Ebox,Kreator  ,88925,"Sherbrooke, QC, Canada",45,14,100,100,100,100,100,100,2013-11-17
Ebox,cedricbd  ,88924,"Montreal, QC, Canada",33,22,,,,,,,2013-11-17
Ebox,linkky2  ,88923,"Quebec, QC, Canada",37,,100,100,100,100,100,100,2013-11-17
Ebox,gujutras7  ,88922,"Canton-De-Granby, QC, Canada",,,100,50,100,75,75,100,2013-11-17
Ebox,pgirouard  ,88919,Canada,46,14,75,100,100,100,75,100,2013-11-17
Ebox,mariel  ,88918,undisclosed location,,,50,50,75,75,75,75,2013-11-17
Ebox,Kaching  ,88917,"Mississauga, ON, Canada",33,32,75,0,50,100,75,75,2013-11-17
Ebox,Razar9  ,88916,undisclosed location,,,100,100,100,100,100,100,2013-11-17
Ebox,mtlmonk  ,88915,"Laval, QC, Canada",34,9,100,75,100,,100,100,2013-11-17
Ebox,MiDumm  ,88914,"Quebec, QC, Canada",57,14,,,,,,,2013-11-17
Ebox,apnocalipse  ,88913,undisclosed location,,,50,100,75,75,75,75,2013-11-17
Ebox,Jip17  ,88912,"Montreal, QC, Canada",32,15,100,100,100,100,100,100,2013-11-17
Ebox,basillum  ,88911,Canada,46,6,75,25,50,,,75,2013-11-17
Ebox,Tibo  ,88910,"Terrasse-Vaudreuil, QC, Canada",44,18,100,75,75,100,100,100,2013-11-17
Ebox,MaudeP  ,88909,"Montreal, QC, Canada",42,14,100,75,75,75,75,100,2013-11-17
Ebox,kelseyc  ,88907,"Montreal-Est, QC, Canada",,,,,,,,,2013-11-17
Ebox,NicolasT  ,88906,"Sherbrooke, QC, Canada",63,20,100,75,100,100,100,100,2013-11-17
Ebox,p234687  ,88905,undisclosed location,,,100,100,100,75,75,100,2013-11-17
Ebox,phild244  ,88904,"Montreal, QC, Canada",50,10,75,75,75,75,75,100,2013-11-17
Ebox,Roachant  ,88903,Canada,42,7,75,75,75,75,75,75,2013-11-17
Ebox,maxgill3  ,88902,Can,37,,100,100,100,100,100,100,2013-11-17
Ebox,GillesD  ,88901,"Quebec, QC, Canada",37,10,75,75,100,100,75,75,2013-11-17
Ebox,tristanles  ,88893,"Quebec, QC, Canada",55,10,100,75,100,100,75,100,2013-11-17
Ebox,huits  ,88900,"Montreal, QC, Canada",40,20,75,75,75,75,75,100,2013-11-17
Ebox,Lejeanbart   ,88899,"Montreal, QC, Canada",71,17,50,75,75,25,75,75,2013-11-17
Ebox,YvesK  ,88898,undisclosed location,46,10,100,75,100,100,100,100,2013-11-17
Ebox,ayom2102  ,88897,Canada,46,10,75,25,100,50,75,100,2013-11-17
Ebox,ekimvf  ,88896,Canada,65,15,100,75,100,75,75,75,2013-11-17
Ebox,b15h0p  ,88895,"Montreal, QC, Canada",,,75,75,100,75,75,100,2013-11-17
Ebox,marieanneo  ,88892,"Montreal, QC, Canada",38,25,100,50,75,100,75,100,2013-11-17
Ebox,andreq  ,88890,"Quebec, QC, Canada",52,15,,,,,,,2013-11-17
Ebox,iFredOS  ,88887,"Montreal, QC, Canada",51,14,75,50,75,25,75,100,2013-11-17
Ebox,onclefritz  ,88891,undisclosed location,60,,100,100,75,100,100,100,2013-11-17
Ebox,MrJohnny  ,88889,Canada,37,10,100,100,75,100,100,100,2013-11-17
Ebox,madcook  ,88888,"Varennes, QC, Canada",80,21,75,75,75,75,75,75,2013-11-17
Ebox,belisleian  ,88886,"Gatineau, QC, Canada",69,5,75,100,100,100,100,100,2013-11-17
Ebox,AGal  ,88885,undisclosed location,46,14,100,50,100,100,100,100,2013-11-17
Ebox,king763  ,88884,undisclosed location,,,100,100,75,100,100,100,2013-11-17
Ebox,crobert  ,88883,Canada,37,3,100,100,100,100,100,100,2013-11-17
Ebox,mathieuy  ,88881,canada,57,7,100,100,100,100,100,100,2013-11-17
Ebox,mtourangeau  ,88882,undisclosed location,57,20,100,100,100,100,100,100,2013-11-17
Ebox,kidmatt  ,88879,"Pointe-Claire, QC, Canada",45,5,100,100,100,100,100,100,2013-11-17
Ebox,maridesourdy  ,88877,Canada,36,20,100,50,100,100,100,100,2013-11-17
Ebox,alexo234  ,88880,undisclosed location,42,,,,,,,,2013-11-17
Ebox,arash9  ,88878,undisclosed location,35,7,,,,,,,2013-11-17
Ebox,pointNclick  ,88868,"Saint-Hubert, QC, Canada",45,9,75,75,100,100,100,100,2013-11-17
Ebox,Seb Gontrand  ,88786,"Longueuil, QC, Canada",55,14,100,25,100,100,100,100,2013-11-17
Ebox,dancohen  ,88729,Canada,37,14,75,50,100,100,100,100,2013-10-11
Ebox,brianshayne  ,88655,"Woodstock, ON, Canada",50,8,100,50,,100,100,100,2013-10-11
Ebox,claudio94  ,88619,undisclosed location,40,,50,25,,,50,100,2013-10-11
Ebox,sebastien198  ,88033,"Beloeil, QC, Canada",80,,100,100,100,100,100,100,2013-10-11
Ebox,DavidMTL8  ,88551,"Montreal, QC, Canada",62,10,100,100,100,100,100,100,2013-10-11
Ebox,SSX999  ,88515,"Gatineau, QC, Canada",50,,100,100,100,100,100,100,2013-09-05
Ebox,Prevok  ,88449,"Montreal, QC, Canada",65,,100,75,100,100,75,75,2013-09-05
Ebox,TopperCNC  ,84990,"Sherbrooke, QC, Canada",69,1,100,100,100,100,100,100,2013-09-05
Ebox,cfster3  ,88437,"Prescott, ON, Canada",38,,50,75,0,25,25,25,2013-09-05
Ebox,Panzer_Gamer  ,88412,"Gatineau, QC, Canada",50,,100,75,100,100,100,100,2013-09-05
Ebox,speedster68  ,88403,undisclosed location,,,,,,,,,2013-09-05
Ebox,LostTheGame  ,88268,"Gatineau, QC, Canada",70,10,100,100,100,100,100,100,2013-09-05
Ebox,Fawzi  ,88137,"Montreal, QC, Canada",58,10,0,100,100,100,25,75,2013-07-30
Ebox,newuser009  ,88134,"Montreal, QC, Canada",51,,0,0,50,0,0,25,2013-07-30
Ebox,ligned  ,88128,"Montreal, QC, Canada",45,,75,50,0,100,50,25,2013-07-30
Ebox,AdasOsorus  ,88111,"Saint-Jean-Sur-Richelieu, QC, Canada",31,30,100,0,50,25,0,75,2013-07-30
Ebox,ROMEROVIVI  ,88091,"Montreal, QC, Canada",,,0,0,50,25,25,25,2013-07-30
Ebox,mrbubbles  ,88088,"Chambly, QC, Canada",,,75,50,100,75,100,100,2013-07-30
Ebox,Pythagore  ,88071,"Outremont, QC, Canada",,,50,50,50,100,50,50,2013-07-30
Ebox,JessicaL  ,88070,undisclosed location,,,100,75,100,100,100,100,2013-07-30
Ebox,pawelluk  ,88066,"North York, ON, Canada",37,7,100,100,100,100,100,100,2013-07-30
Ebox,motel2lacs  ,88062,"Shefford, QC, Canada",40,,50,50,75,100,100,100,2013-07-30
Ebox,seanm2000  ,88060,"Brampton, ON, Canada",33,10,100,50,100,100,100,100,2013-07-30
Ebox,francois_lg  ,88058,"Quebec, QC, Canada",32,16,100,25,75,75,75,100,2013-07-30
Ebox,fmradio68  ,88052,"Montreal, QC, Canada",,,100,50,100,100,100,100,2013-07-30
Ebox,pmicho3  ,88049,"Saint-Lambert, QC, Canada",15,30,0,0,0,25,25,50,2013-07-30
Ebox,janegloova  ,88050,H3K0A6,42,5,75,75,75,75,75,75,2013-07-30
Ebox,pmicho3  ,85808,"Montreal, QC, Canada",44,14,100,100,100,75,100,100,2013-07-30
Ebox,soccerslava  ,88046,"Gatineau, QC, Canada",,,25,100,100,100,100,75,2013-07-30
Ebox,dachang  ,88042,"Lachine, QC, Canada",,,50,100,100,100,100,100,2013-07-30
Ebox,asscha  ,88038,"Lachenaie, QC, Canada",,,25,75,75,75,75,50,2013-07-30
Ebox,iJeb  ,88036,"Quebec, QC, Canada",32,,100,100,100,100,100,100,2013-07-30
Ebox,EdithL  ,88035,"Montreal, QC, Canada",,,50,0,0,25,25,50,2013-07-30
Ebox,Ludovic  ,88034,"Quebec, QC, Canada",32,,100,75,100,100,100,100,2013-07-30
Ebox,panini2  ,88031,canada,37,11,100,100,100,100,100,100,2013-07-30
Ebox,jlebc  ,88029,"Montreal, QC, Canada",,,50,50,75,50,50,75,2013-07-30
Ebox,juliest  ,88019,"Montreal, QC, Canada",,,25,50,100,75,75,100,2013-07-30
Ebox,julissa  ,88023,"Sainte-Catherine, QC, Canada",42,,75,75,,,,,2013-07-30
Ebox,(hidden by request) ,,undisclosed location,20,1,75,25,75,75,75,100,2013-07-30
Ebox,magdollia  ,88018,"Montreal, QC, Canada",,,25,0,75,75,50,75,2013-07-30
Ebox,brogahn  ,88015,"Hamilton, ON, Canada",43,1,50,50,75,,,100,2013-07-30
Ebox,EvilMonkey40  ,88014,Canada,40,14,75,75,100,100,100,100,2013-07-30
Ebox,torrentz  ,88009,"North York, ON, Canada",22,7,50,50,50,50,50,50,2013-07-30
Ebox,turk  ,87996,"Honey Harbour, ON, Canada",35,7,100,75,100,75,75,75,2013-07-30
Ebox,anthony43  ,87985,"Montreal, QC, Canada",60,10,100,100,100,100,75,75,2013-07-30
Ebox,ecncoolen  ,87974,undisclosed location,38,14,25,25,100,75,75,75,2013-07-30
Ebox,vanniboi  ,85027,"L'Ile-Bizard, QC, Canada",56,2,100,100,100,75,100,100,2013-06-24
Ebox,omasse  ,84453,"Montreal, QC, Canada",,,100,100,100,100,100,100,2013-06-24
Ebox,donl  ,87853,"Brampton, ON, Canada",43,7,100,100,100,100,100,100,2013-06-24
Ebox,saitoh183  ,84069,"Saint-Eustache, QC, Canada",,,100,100,100,100,100,100,2013-06-24
Ebox,(hidden by request) ,,H8Y,37,18,50,25,75,75,75,75,2013-06-24
Ebox,fizikz  ,85669,undisclosed location,37,,100,100,100,100,100,100,2013-06-24
Ebox,bud21ca  ,87630,undisclosed location,37,5,,,,,,,2013-05-18
Ebox,ck01  ,87558,undisclosed location,45,6,100,100,100,100,75,50,2013-05-18
Ebox,murraysontour ,,H9S5T,43,,75,75,75,100,100,100,2013-05-18
Ebox,markf  ,87291,"Burlington, ON, Canada",,,75,50,100,100,100,100,2013-05-18
Ebox,(hidden by request) ,,"Quebec, QC, Canada",,,100,100,100,,100,75,2013-04-12
Ebox,(hidden by request) ,,"Montreal, QC, Canada",,,100,100,100,100,100,100,2013-04-12
Ebox,rageon8  ,87304,"Montreal, QC, Canada",46,9,75,100,100,50,100,100,2013-04-12
Ebox,TommyNTNguye  ,87293,"Montreal, QC, Canada",,,100,100,50,75,100,75,2013-04-12
Ebox,tanikia  ,87292,"Deux-Montagnes, QC, Canada",37,14,50,50,75,50,25,100,2013-04-12
Ebox,neyp  ,87243,"Montreal, QC, Canada",,21,100,100,100,,,100,2013-04-12
Ebox,ammdas  ,87276,"Ottawa, ON, Canada",35,10,75,75,75,75,75,75,2013-04-12
Ebox,martoliv  ,87268,"Levis, QC, Canada",32,14,100,100,100,100,100,100,2013-04-12
Ebox,tkaravou  ,87266,"Montreal, QC, Canada",46,10,100,100,100,,100,100,2013-04-12
Ebox,moxious  ,87264,undisclosed location,,,100,100,100,100,100,100,2013-04-12
Ebox,(hidden by request) ,,"Montreal, QC, Canada",,,75,75,100,75,100,100,2013-04-12
Ebox,voltaic  ,87258,"Laval, QC, Canada",62,11,100,75,100,100,100,100,2013-04-12
Ebox,SL39  ,87255,undisclosed location,,33,75,25,75,75,75,100,2013-04-12
Ebox,fanou  ,87254,"Saint-Jean-Sur-Richelieu, QC, Canada",32,10,75,100,100,100,100,100,2013-04-12
Ebox,poc  ,87249,"Montreal, QC, Canada",,,75,100,100,50,75,75,2013-04-12
Ebox,Hlr6  ,87224,"Saint-Laurent, QC, Canada",,,0,0,75,0,25,50,2013-04-12
Ebox,imd1000  ,87247,"Montreal, QC, Canada",,,75,100,75,75,100,100,2013-04-12
Ebox,kyotepac  ,87246,undisclosed location,56,10,75,50,75,75,75,75,2013-04-12
Ebox,dcloutie  ,87245,"Victoriaville, QC, Canada",,,75,50,75,100,100,100,2013-04-12
Ebox,xboss  ,87244,Canada,42,34,100,100,100,75,100,100,2013-04-12
Ebox,spikexp0  ,87242,"Mirabel, QC, Canada",42,15,100,100,100,100,100,100,2013-04-12
Ebox,Sukunai  ,87241,"Lindsay, ON, Canada",,,75,75,75,75,75,75,2013-04-12
Ebox,jolalo  ,87239,undisclosed location,50,5,100,100,100,100,100,100,2013-04-12
Ebox,skip331  ,87238,"Pointe-Des-Cascades, QC, Canada",39,7,75,75,100,50,75,100,2013-04-12
Ebox,siam403  ,87237,"Quebec, QC, Canada",,,75,50,75,50,75,100,2013-04-12
Ebox,robbym  ,87236,"Repentigny, QC, Canada",,,100,75,100,50,100,75,2013-04-12
Ebox,deathguyQC  ,87235,"Gatineau, QC, Canada",40,,75,50,100,75,75,100,2013-04-12
Ebox,IA9  ,87232,"Montreal, QC, Canada",57,19,75,50,100,50,100,100,2013-04-12
Ebox,Francismich  ,87234,"Beaupre, QC, Canada",,,100,50,100,100,100,100,2013-04-12
Ebox,thuynh9  ,87231,"Brossard, QC, Canada",,,100,100,100,75,100,100,2013-04-12
Ebox,blackseed  ,87230,"Gatineau, QC, Canada",55,5,75,100,100,100,75,75,2013-04-12
Ebox,Djeezus  ,87229,"Montreal, QC, Canada",,,75,75,100,75,75,100,2013-04-12
Ebox,MiniV  ,87227,"Montreal, QC, Canada",,,75,50,75,100,75,100,2013-04-12
Ebox,shadowdiablo  ,87226,"Saint-Jerome, QC, Canada",58,,100,100,100,100,100,100,2013-04-12
Ebox,rifaadh  ,87225,"Laval, QC, Canada",,,100,100,100,100,100,100,2013-04-12
Ebox,fouez8  ,87222,j7v0s7,,,100,75,100,100,100,100,2013-04-12
Ebox,Task514  ,87223,"Montreal, QC, Canada",37,16,100,25,75,50,75,100,2013-04-12
Ebox,pengrxd  ,87219,"Mississauga, ON, Canada",52,30,100,75,75,100,100,100,2013-04-12
Ebox,sbilodeau  ,87220,"Montreal, QC, Canada",58,9,75,100,100,100,100,100,2013-04-12
Ebox,yuanqiao  ,87221,"Dollard-Des-Ormeaux, QC, Canada",36,10,100,25,75,50,75,75,2013-04-12
Ebox,GuitarPilots  ,87218,"Saint-Jean-Chrysostome, QC, Canada",,,75,75,100,100,100,75,2013-04-12
Ebox,ajathar  ,87217,"Vaudreuil-Dorion, QC, Canada",,,75,50,100,75,75,100,2013-04-12
Ebox,algeriano2  ,87215,"Lasalle, QC, Canada",35,25,100,100,100,100,100,100,2013-04-12
Ebox,Marc_Mtl  ,87214,"Montreal, QC, Canada",45,14,75,100,100,75,100,100,2013-04-12
Ebox,paulmcz  ,87216,"Greenfield Park, QC, Canada",,,100,100,100,100,100,100,2013-04-12
Ebox,gillesdumais  ,87213,"Jonquiere, QC, Canada",42,7,100,100,100,100,100,100,2013-04-12
Ebox,(hidden by request) ,,undisclosed location,35,7,100,100,100,100,100,100,2013-04-12
Ebox,couzin20007  ,87180,"Blainville, QC, Canada",35,20,75,100,100,,100,100,2013-04-12
Ebox,quickdry21  ,87112,"Montreal, QC, Canada",50,7,100,100,100,100,100,,2013-04-12
Ebox,eusor  ,87060,"Montreal, QC, Canada",85,30,,,,,,,2013-03-06
Ebox,maximecr  ,87034,"Montreal, QC, Canada",36,,100,0,100,75,100,100,2013-03-06
Ebox,gontrandleqc  ,87026,"Longueuil, QC, Canada",45,,100,25,100,100,100,100,2013-03-06
Ebox,zaedas99  ,84601,"Saint-Colomban, QC, Canada",50,2,100,100,100,100,100,100,2013-03-06
Ebox,DanTou  ,86719,"Quebec, QC, Canada",32,6,100,100,100,100,100,100,2013-01-29
Ebox,Guillaume94  ,86711,"Longueuil, QC, Canada",,,75,75,50,0,0,100,2013-01-29
Ebox,morisato  ,86684,"Oshawa, ON, Canada",42,5,100,100,100,100,100,100,2013-01-29
Ebox,dsmoc56  ,86579,undisclosed location,,,25,25,75,25,25,50,2013-01-29
Ebox,Nitra  ,86488,"Lachine, QC, Canada",,13,100,75,100,100,100,100,2013-01-29
Ebox,Sebastianvictorica ,,"Montreal, QC, Canada",,,75,50,50,50,25,50,2012-12-23
Ebox,(hidden by request) ,,h3e0a,43,,100,75,100,75,75,75,2012-12-23
Ebox,eril  ,86264,"Saint-Jerome, QC, Canada",40,,100,100,100,100,100,100,2012-12-23
Ebox,antoined  ,86262,"Montreal, QC, Canada",,,75,100,75,75,75,75,2012-12-23
Ebox,AthanFurax  ,86250,"Montreal, QC, Canada",42,10,100,75,100,100,100,100,2012-12-23
Ebox,shampoo0  ,86246,"Montreal, QC, Canada",60,7,100,50,100,100,100,100,2012-12-23
Ebox,Xexiz  ,86244,undisclosed location,,,75,75,75,75,75,75,2012-12-23
Ebox,lilinhan0416 ,,"Montreal, QC, Canada",,,100,100,100,100,100,100,2012-11-17
Ebox,gadgervais  ,86233,"Montreal, QC, Canada",,,50,0,0,0,0,0,2012-11-17
Ebox,eric32442  ,86225,"Mascouche, QC, Canada",50,,100,100,100,100,100,100,2012-11-17
Ebox,Mikel85  ,86219,J4Z 0K2,36,,25,100,100,75,,100,2012-11-17
Ebox,Bufito  ,86218,"Montreal, QC, Canada",57,90,100,75,75,75,50,75,2012-11-17
Ebox,Pipoles  ,86217,"Pointe-Aux-Trembles, QC, Canada",2,14,75,50,100,75,75,100,2012-11-17
Ebox,heliomedia  ,86215,"Rigaud, QC, Canada",,,75,50,75,100,75,100,2012-11-17
Ebox,judgeprophet  ,86213,"Delson, QC, Canada",39,,50,50,100,75,100,100,2012-11-17
Ebox,Hamming  ,86210,"Montreal, QC, Canada",,,0,50,75,50,75,75,2012-11-17
Ebox,Fournier215  ,86207,"Sherbrooke, QC, Canada",,,100,50,100,75,75,100,2012-11-17
Ebox,pyaire  ,86205,"Montreal, QC, Canada",,,75,50,100,100,100,100,2012-11-17
Ebox,keshi  ,86204,"Montreal, QC, Canada",,,100,100,100,100,100,100,2012-11-17
Ebox,TiToine314  ,86202,"Montreal, QC, Canada",59,4,100,100,100,100,100,100,2012-11-17
Ebox,SimonMTL  ,86201,"La Prairie, QC, Canada",40,5,75,50,100,75,75,100,2012-11-17
Ebox,Paola5  ,86200,"Brossard, QC, Canada",,,50,75,25,50,25,25,2012-11-17
Ebox,JEDI  ,86199,Longueuil,37,,100,75,100,75,100,100,2012-11-17
Ebox,petit295  ,86198,"Montreal, QC, Canada",42,7,100,100,100,100,100,75,2012-11-17
Ebox,Le Grandchef  ,86184,"Vaudreuil-Dorion, QC, Canada",26,,100,75,100,100,100,100,2012-11-17
Ebox,msb12  ,86197,"Lasalle, QC, Canada",,,100,75,75,75,75,100,2012-11-17
Ebox,mihaitz  ,86196,"Laval, QC, Canada",50,6,100,75,75,100,100,100,2012-11-17
Ebox,kukrapoke  ,86195,"Mirabel, QC, Canada",15,,100,50,100,100,50,100,2012-11-17
Ebox,LoneCyclist  ,86194,"Montreal, QC, Canada",42,15,25,25,75,50,50,75,2012-11-17
Ebox,dperel15  ,86193,"Hampstead, QC, Canada",,,75,100,100,50,50,100,2012-11-17
Ebox,vitamind  ,86192,"Vanier, ON, Canada",50,6,100,100,100,100,75,100,2012-11-17
Ebox,pierreluc30  ,86191,"Jonquiere, QC, Canada",36,20,75,50,100,75,100,100,2012-11-17
Ebox,powerlutin  ,86190,"Montreal, QC, Canada",40,,100,100,100,100,100,100,2012-11-17
Ebox,Demegargon  ,86188,"Levis, QC, Canada",116,30,75,100,100,100,100,100,2012-11-17
Ebox,cbvmichel0  ,86187,"Longueuil, QC, Canada",,,100,100,100,100,100,100,2012-11-17
Ebox,blandinebiga  ,86186,"Montreal, QC, Canada",32,,75,75,100,75,100,100,2012-11-17
Ebox,xpatate  ,86185,j7n0g2,,,100,50,75,75,100,100,2012-11-17
Ebox,firest  ,86183,"Montreal, QC, Canada",36,,100,100,100,100,100,100,2012-11-17
Ebox,(hidden by request) ,,"Montreal, QC, Canada",57,28,25,50,100,75,75,75,2012-11-17
Ebox,weales  ,86177,"Hampton, ON, Canada",,,100,100,50,50,50,50,2012-11-17
Ebox,vova-6625 ,,"Cote Saint-Luc, QC, Canada",,,100,100,75,100,75,100,2012-11-17
Ebox,CochonDingue  ,85593,"Montreal, QC, Canada",51,999,100,100,100,100,0,0,2012-11-17
Ebox,abeloin  ,85257,"Longueuil, QC, Canada",62,15,75,75,75,75,100,100,2012-11-17
Ebox,mitchan  ,85819,"Saint-Laurent, QC, Canada",,,75,50,75,75,0,0,2012-11-17
Ebox,Dunlop  ,84618,undisclosed location,45,,100,75,100,75,75,100,2012-11-17
Ebox,mourad.gharbi ,,"Sherbrooke, QC, Canada",68,21,0,75,100,75,75,100,2012-11-17
Ebox,mmpratte ,,"Montreal, QC, Canada",,,75,75,100,100,100,100,2012-10-11
Ebox,etienneg  ,85862,"Montreal, QC, Canada",39,7,100,75,100,75,50,100,2012-10-11
Ebox,mvarela150  ,85850,"Terrebonne, QC, Canada",54,,100,75,100,100,100,100,2012-10-11
Ebox,gonthier  ,85848,"Saint-Eustache, QC, Canada",31,60,100,100,100,100,100,100,2012-10-11
Ebox,vt.namsavanh ,,"Saint-Laurent, QC, Canada",50,12,100,50,100,100,100,100,2012-10-11
Ebox,mozbius  ,85827,"Montreal, QC, Canada",68,12,100,100,100,100,75,100,2012-10-11
Ebox,jocoz  ,85786,undisclosed location,39,14,75,50,50,75,75,75,2012-10-11
Ebox,jjthegreat4  ,85814,"Vaudreuil-Dorion, QC, Canada",55,14,50,100,75,100,75,100,2012-10-11
Ebox,Yofi  ,85812,"Hampstead, QC, Canada",37,17,100,75,100,100,100,100,2012-10-11
Ebox,deboismenu  ,85811,"Mont-Royal, QC, Canada",45,7,100,100,100,100,100,100,2012-10-11
Ebox,matsmd  ,85809,undisclosed location,45,13,100,75,75,100,100,100,2012-10-11
Ebox,Francoise1  ,85805,J5A 0C8,40,,75,75,75,75,75,75,2012-10-11
Ebox,ExSupport  ,85801,"Montreal, QC, Canada",40,13,100,75,100,100,100,100,2012-10-11
Ebox,gilles_lemay  ,85799,"Montreal, QC, Canada",,,75,50,100,75,75,75,2012-10-11
Ebox,acarreau  ,85798,"Gatineau, QC, Canada",,,75,100,100,100,100,100,2012-10-11
Ebox,Bernard1  ,85795,"Verdun, QC, Canada",42,7,75,25,100,75,75,100,2012-10-11
Ebox,simon_dumais  ,85796,"Dolbeau-Mistassini, QC, Canada",59,,100,100,100,100,100,100,2012-10-11
Ebox,Luckysteph  ,85792,"Montreal, QC, Canada",32,15,100,100,100,100,100,100,2012-10-11
Ebox,jimmo  ,85793,"Montreal-Nord, QC, Canada",,,75,100,100,100,100,75,2012-10-11
Ebox,yleheritte  ,85790,"Waterville, QC, Canada",15,,100,50,75,100,100,100,2012-10-11
Ebox,lemieulp  ,85789,"Longueuil, QC, Canada",43,,75,75,100,100,100,100,2012-10-11
Ebox,Onirike  ,85788,"Saint-Hubert, QC, Canada",55,,100,75,100,100,100,100,2012-10-11
Ebox,nullshell  ,85787,undisclosed location,,,75,50,100,100,100,100,2012-10-11
Ebox,Tcandaman  ,85785,undisclosed location,80,14,75,75,75,100,75,50,2012-10-11
Ebox,(hidden by request) ,,"Saint-Lambert, QC, Canada",,,100,100,100,100,100,50,2012-10-11
Ebox,fafoin  ,85718,"Montreal, QC, Canada",,,0,25,100,50,50,50,2012-10-11
Ebox,Muzzy  ,84840,"Gatineau, QC, Canada",50,21,100,25,100,,75,75,2012-10-11
Ebox,levian  ,84454,"Montreal, QC, Canada",50,10,100,100,100,100,100,100,2012-09-05
Ebox,NACRA  ,85236,"Dorval, QC, Canada",60,,100,75,100,100,100,100,2012-09-05
Ebox,marthnn ,,J3P2L,36,,75,100,100,100,100,100,2012-09-05
Ebox,Martbob4  ,85375,"Quebec, QC, Canada",57,15,75,50,100,100,100,100,2012-09-05
Ebox,(hidden by request) ,,H2L1X,,,100,75,100,100,100,100,2012-09-05
Ebox,singerie3  ,83640,"Saint-Constant, QC, Canada",75,365,100,100,100,100,100,75,2012-07-30
Ebox,info ,,"Otterburn Park, QC, Canada",,,75,75,100,75,100,100,2012-07-30
Ebox,(hidden by request) ,,"Montreal, QC, Canada",39,1,50,100,100,100,100,75,2012-07-30
Ebox,thegrunt  ,85264,undisclosed location,36,,100,100,100,100,100,100,2012-07-30
Ebox,smallj53  ,85263,"Niagara Falls, ON, Canada",48,7,100,50,75,100,75,75,2012-07-30
Ebox,tribultik  ,85262,"Montreal, QC, Canada",68,11,100,100,100,100,100,100,2012-07-30
Ebox,Yuuji  ,85261,undisclosed location,42,18,100,100,100,100,100,100,2012-07-30
Ebox,L_ermite  ,85260,"Laval, QC, Canada",40,21,100,75,100,100,100,100,2012-07-30
Ebox,Ichigo01  ,85249,"Sherbrooke, QC, Canada",35,6,100,100,100,100,100,100,2012-07-30
Ebox,vieuxschnock  ,85247,"Saint-Jean-Sur-Richelieu, QC, Canada",,,100,75,100,100,100,100,2012-07-30
Ebox,misspoisson  ,85246,"Quebec, QC, Canada",40,14,75,75,100,50,50,75,2012-07-30
Ebox,brianoflee  ,85245,"Guelph, ON, Canada",50,14,75,25,100,100,100,100,2012-07-30
Ebox,Just me85  ,85243,J7M0G6,,,100,100,100,100,100,100,2012-07-30
Ebox,jimdermend  ,85242,undisclosed location,36,15,100,75,100,100,100,100,2012-07-30
Ebox,grey_seer  ,85240,"Quebec, QC, Canada",,,75,100,100,75,75,100,2012-07-30
Ebox,hehebeli  ,85238,"Gatineau, QC, Canada",,,100,100,100,100,100,100,2012-07-30
Ebox,Koalola  ,85237,undisclosed location,,,100,100,100,100,100,100,2012-07-30
Ebox,Gougli  ,85235,"Montreal, QC, Canada",32,,50,75,75,0,50,50,2012-07-30
Ebox,MajorPainage  ,85234,"Gatineau, QC, Canada",,,75,75,75,50,75,75,2012-07-30
Ebox,flajtamakapr  ,85232,"Montreal, QC, Canada",45,,100,75,100,100,100,100,2012-07-30
Ebox,JereCaze  ,85231,undisclosed location,,,100,100,100,100,100,100,2012-07-30
Ebox,cbernier1988  ,85230,"Montreal, QC, Canada",,,75,100,100,75,75,75,2012-07-30
Ebox,lplamarre  ,85229,"Saint-Constant, QC, Canada",,,100,100,100,100,100,100,2012-07-30
Ebox,tonyelbatal  ,85228,"Saint-Laurent, QC, Canada",51,21,100,75,50,75,100,100,2012-07-30
Ebox,joao.eel ,,"Montreal, QC, Canada",,,100,75,100,100,100,100,2012-07-30
Ebox,TigerLord  ,85125,Canada,63,7,100,100,100,100,75,100,2012-07-30
Ebox,murraysontour ,,"Pointe-Claire, QC, Canada",48,8,50,75,100,100,75,100,2012-06-24
Ebox,GuiGQc  ,85030,"Gatineau, QC, Canada",31,,100,100,100,100,100,100,2012-06-24
Ebox,(hidden by request) ,,"Anjou, QC, Canada",60,5,100,75,100,100,100,100,2012-06-24
Ebox,dreamage  ,84999,undisclosed location,,,75,100,100,75,75,75,2012-06-24
Ebox,Kdan  ,84996,"Montreal-Nord, QC, Canada",57,,100,100,75,100,100,100,2012-06-24
Ebox,Krymzon  ,84997,"Repentigny, QC, Canada",41,12,100,100,100,75,100,100,2012-06-24
Ebox,carie34  ,84991,"Montreal, QC, Canada",,,75,75,100,100,50,100,2012-06-24
Ebox,cinimod01  ,84989,"Verdun, QC, Canada",,,100,100,100,100,100,100,2012-06-24
Ebox,esenterre  ,84984,"Terrebonne, QC, Canada",36,,75,75,100,100,100,100,2012-06-24
Ebox,kamsar75  ,84982,"Verdun, QC, Canada",53,1,100,100,100,100,100,100,2012-06-24
